,gender,county,ur,party_preference,age_group2,education,ethnicity,Ion_Ceban,Igor_Dodon,Maia_Sandu,Ilan_Shor?,Irina_Vlah,Dorin_Recean,Igor_Grosu,Ion_Cicu,Alexandr_Stoianoglo,Renato_Usatii,Victoria_Furtuna,trust2_Vladimir_Putin,trust2_Volodymyr_Zelensky,trust2_Ursula_von_der_Leyen,trust2_Emanuel_Macron,trust2_Donald_Trump,trust2_EU,trust2_Russia,trust2_NATO,trust2_Romania,trust2_Ukraine,trust2_USA
875,Male,Căușeni,Rural,Undecided,20-29,Higher education,Moldovan,A lot of confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence
876,Female,Căușeni,Urban,Undecided,30-39,Higher education,Moldovan,Some confidence,Some confidence,Some confidence,Some confidence,I don't have much confidence,I don't have much confidence,Some confidence,Some confidence,Some confidence,I don't have much confidence,Some confidence,A lot of confidence,I don't have much confidence,Some confidence,I have no confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,I don't have much confidence,Some confidence
877,Male,Ștefan Vodă,Rural,Undecided,40-49,Higher education,Moldovan,I don't have much confidence,I don't have much confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,I don't have much confidence,Some confidence,I have no confidence,No answer,I don't have much confidence,I don't have much confidence,I don't have much confidence,Some confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence
878,Male,Căușeni,Rural,No party,30-39,Post-secondary vocational education,Moldovan,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
879,Male,Ștefan Vodă,Rural,PSRM (Igor Dodon),60+,Upper secondary education,Moldovan,I don't have much confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,Some confidence,No answer,Some confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I don't have much confidence,Some confidence,I have no confidence,Some confidence,Some confidence,I don't have much confidence
880,Female,Hîncești,Rural,PVM (Vasile Tarlev),40-49,Primary education,Moldovan,No answer,Some confidence,I have no confidence,A lot of confidence,No answer,No answer,I have no confidence,No answer,Some confidence,Some confidence,No answer,I don't have much confidence,Some confidence,No answer,No answer,I don't have much confidence,I have no confidence,A lot of confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence
881,Male,Hîncești,Urban,Victorie (Ilan Sor),30-39,Lower secondary education,Moldovan,I have no confidence,Some confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
882,Female,Cantemir,Rural,PAS (Igor Grosu),30-39,Primary education,Moldovan,I don't have much confidence,I have no confidence,Some confidence,I don't have much confidence,I don't have much confidence,Some confidence,I don't have much confidence,I don't have much confidence,I have no confidence,I don't have much confidence,No answer,Some confidence,Some confidence,Some confidence,Some confidence,I don't have much confidence,Some confidence,I have no confidence,No answer,Some confidence,Some confidence,Some confidence
883,Male,Hîncești,Rural,PN (Renato Usatii),40-49,Post-secondary vocational education,Moldovan,Some confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,No answer,I don't have much confidence,Some confidence,I have no confidence,Some confidence,No answer,Some confidence,I have no confidence,No answer,I don't have much confidence,Some confidence,No answer,Some confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence
884,Female,Leova,Rural,PSRM (Igor Dodon),40-49,Lower secondary education,Moldovan,A lot of confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,A lot of confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,Some confidence,Some confidence,Some confidence,Some confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,Some confidence,Some confidence
885,Female,Ștefan Vodă,Rural,No party,50-59,Lower secondary education,Ukrainian,I have no confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,No answer,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
886,Female,UTA Găgăuzia,Urban,Undecided,60+,Secondary vocational education,Gagauz,I don't have much confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,I don't have much confidence,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,I don't have much confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,A lot of confidence,I have no confidence,No answer,I don't have much confidence,I have no confidence
887,Female,UTA Găgăuzia,Rural,PSRM (Igor Dodon),60+,Higher education,Russian,A lot of confidence,Some confidence,I have no confidence,A lot of confidence,Some confidence,I have no confidence,I have no confidence,I don't have much confidence,A lot of confidence,I don't have much confidence,No answer,A lot of confidence,I have no confidence,I have no confidence,I don't have much confidence,I don't have much confidence,No answer,A lot of confidence,No answer,I don't have much confidence,I don't have much confidence,I don't have much confidence
888,Female,Hîncești,Rural,PAS (Igor Grosu),40-49,Post-secondary vocational education,Moldovan,Some confidence,I don't have much confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,I don't have much confidence,I have no confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,A lot of confidence,Some confidence,I don't have much confidence,I don't have much confidence,Some confidence,Some confidence
889,Male,Hîncești,Rural,PSRM (Igor Dodon),60+,Secondary vocational education,Moldovan,A lot of confidence,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,No answer,Some confidence,I have no confidence,I have no confidence,I don't have much confidence,A lot of confidence,A lot of confidence,A lot of confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence
890,Male,Cahul,Rural,Victorie (Ilan Sor),30-39,Higher education,Moldovan,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I don't have much confidence,A lot of confidence,A lot of confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I don't have much confidence,Some confidence,A lot of confidence,I have no confidence,I have no confidence
891,Male,Ștefan Vodă,Rural,Undecided,60+,Higher education,Moldovan,No answer,No answer,Some confidence,I have no confidence,No answer,I have no confidence,No answer,Some confidence,Some confidence,I have no confidence,No answer,No answer,I have no confidence,No answer,Some confidence,I don't have much confidence,I don't have much confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence
892,Female,Taraclia,Rural,PCRM (Vladimir Voronin),30-39,Lower secondary education,Ukrainian,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,No answer,I don't have much confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
893,Male,Cantemir,Urban,PN (Renato Usatii),30-39,Secondary vocational education,Moldovan,I have no confidence,I don't have much confidence,Some confidence,I have no confidence,No answer,I don't have much confidence,I have no confidence,Some confidence,I have no confidence,Some confidence,No answer,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence
894,Male,Cantemir,Rural,PN (Renato Usatii),30-39,Primary education,Moldovan,I have no confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,No answer,I have no confidence,I have no confidence,No answer,No answer,No answer,A lot of confidence,Some confidence,I have no confidence,Some confidence,I have no confidence,Some confidence
895,Female,Cantemir,Rural,Undecided,50-59,Lower secondary education,Moldovan,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,No answer,I have no confidence,I have no confidence,No answer,I have no confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence
896,Male,Căușeni,Urban,PDCM (Ion Chicu),60+,Primary education,Moldovan,A lot of confidence,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,Some confidence,No answer,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence
897,Female,Hîncești,Rural,PAS (Igor Grosu),60+,Lower secondary education,Moldovan,Some confidence,I don't have much confidence,Some confidence,No answer,No answer,No answer,No answer,I have no confidence,No answer,I have no confidence,No answer,I don't have much confidence,No answer,No answer,No answer,No answer,Some confidence,Some confidence,No answer,I don't have much confidence,No answer,No answer
898,Female,UTA Găgăuzia,Rural,PSRM (Igor Dodon),60+,Secondary vocational education,Bulgarian,Some confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
899,Female,Ștefan Vodă,Rural,PSRM (Igor Dodon),60+,Secondary vocational education,Ukrainian,I have no confidence,A lot of confidence,I have no confidence,No answer,No answer,No answer,No answer,No answer,I have no confidence,No answer,No answer,No answer,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
900,Female,Cahul,Urban,Undecided,20-29,Higher education,Moldovan,I don't have much confidence,I have no confidence,Some confidence,I have no confidence,Some confidence,I don't have much confidence,I don't have much confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I have no confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I have no confidence
901,Male,Leova,Rural,PN (Renato Usatii),50-59,Post-secondary vocational education,Moldovan,Some confidence,No answer,Some confidence,No answer,No answer,I have no confidence,Some confidence,No answer,A lot of confidence,No answer,No answer,Some confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,Some confidence,I have no confidence,Some confidence,I have no confidence,Some confidence
902,Female,Taraclia,Urban,PRIM (Irina Vlah),40-49,Secondary vocational education,Ukrainian,A lot of confidence,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,A lot of confidence,No answer,A lot of confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
903,Male,Căușeni,Rural,PCRM (Vladimir Voronin),60+,Secondary vocational education,Moldovan,I have no confidence,I have no confidence,Some confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,No answer,Some confidence,Some confidence,No answer,No answer,No answer,I have no confidence,Some confidence,I have no confidence,A lot of confidence,Some confidence,I have no confidence
904,Female,Hîncești,Rural,Undecided,60+,Higher education,Moldovan,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,A lot of confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence
905,Male,Cimișlia,Urban,PCRM (Vladimir Voronin),40-49,Upper secondary education,Roma,A lot of confidence,Some confidence,I have no confidence,I don't have much confidence,No answer,No answer,Some confidence,I have no confidence,I have no confidence,A lot of confidence,No answer,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,A lot of confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence
906,Male,UTA Găgăuzia,Urban,PSRM (Igor Dodon),60+,Secondary vocational education,Gagauz,A lot of confidence,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,I don't have much confidence,I have no confidence,A lot of confidence,A lot of confidence,I don't have much confidence,A lot of confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence
907,Female,Cahul,Rural,PDCM (Ion Chicu),60+,Post-secondary vocational education,Moldovan,Some confidence,I don't have much confidence,Some confidence,I don't have much confidence,A lot of confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,I don't have much confidence,No answer,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I don't have much confidence,Some confidence,I have no confidence,Some confidence,I don't have much confidence,I don't have much confidence
908,Female,UTA Găgăuzia,Rural,PRIM (Irina Vlah),60+,Post-secondary vocational education,Moldovan,I have no confidence,I don't have much confidence,I have no confidence,No answer,Some confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,No answer,Some confidence,I have no confidence,I have no confidence,No answer,I don't have much confidence,I don't have much confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
909,Male,Ștefan Vodă,Rural,PSRM (Igor Dodon),60+,Lower secondary education,Ukrainian,Some confidence,Some confidence,I have no confidence,Some confidence,A lot of confidence,Some confidence,I have no confidence,Some confidence,A lot of confidence,I don't have much confidence,Some confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,Some confidence,I have no confidence,Some confidence
910,Male,Căușeni,Rural,PCRM (Vladimir Voronin),50-59,Post-secondary vocational education,Moldovan,Some confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,Some confidence,A lot of confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,Some confidence,I don't have much confidence,I have no confidence,Some confidence,I have no confidence,I don't have much confidence
911,Female,Cimișlia,Rural,Victorie (Ilan Sor),60+,Lower secondary education,Bulgarian,No answer,Some confidence,I have no confidence,A lot of confidence,No answer,No answer,No answer,No answer,Some confidence,No answer,No answer,I don't have much confidence,No answer,No answer,No answer,I have no confidence,I have no confidence,A lot of confidence,No answer,I have no confidence,I have no confidence,I have no confidence
912,Female,UTA Găgăuzia,Urban,Victorie (Ilan Sor),60+,Lower secondary education,Gagauz,No answer,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,No answer,No answer,No answer,A lot of confidence,No answer,No answer,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I have no confidence
913,Male,Hîncești,Rural,PAS (Igor Grosu),60+,Post-secondary vocational education,Moldovan,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,I have no confidence,I don't have much confidence,A lot of confidence,A lot of confidence,A lot of confidence
914,Female,Taraclia,Urban,No answer,40-49,Higher education,Bulgarian,Some confidence,Some confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,I don't have much confidence,Some confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,A lot of confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I have no confidence
915,Female,Hîncești,Rural,PCRM (Vladimir Voronin),50-59,Lower secondary education,Moldovan,I have no confidence,I have no confidence,I have no confidence,No answer,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,Some confidence,I have no confidence,I have no confidence,No answer,I have no confidence,I have no confidence,I don't have much confidence
916,Female,Cahul,Rural,Undecided,20-29,Primary education,Moldovan,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,No answer,I have no confidence,No answer,No answer,I have no confidence,No answer,No answer,No answer,No answer,No answer,No answer
917,Female,Cimișlia,Rural,Undecided,20-29,Secondary vocational education,Moldovan,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,I don't have much confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence
918,Female,Căușeni,Rural,Undecided,20-29,Lower secondary education,Moldovan,I don't have much confidence,No answer,Some confidence,I have no confidence,No answer,No answer,No answer,No answer,I have no confidence,Some confidence,No answer,I have no confidence,I have no confidence,No answer,No answer,No answer,Some confidence,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence
919,Male,Căușeni,Urban,Other party,30-39,Lower secondary education,Ukrainian,Some confidence,I don't have much confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,Some confidence,Some confidence,I don't have much confidence,Some confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,Some confidence,Some confidence,Some confidence,Some confidence,I don't have much confidence,Some confidence,Some confidence,I don't have much confidence
920,Female,UTA Găgăuzia,Rural,No party,50-59,Post-secondary vocational education,Gagauz,No answer,Some confidence,I have no confidence,No answer,I don't have much confidence,I have no confidence,No answer,Some confidence,Some confidence,No answer,No answer,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence,I have no confidence,No answer
921,Male,Ștefan Vodă,Rural,PAS (Igor Grosu),30-39,Post-secondary vocational education,Moldovan,Some confidence,I don't have much confidence,A lot of confidence,I have no confidence,No answer,Some confidence,No answer,I have no confidence,No answer,Some confidence,I don't have much confidence,Some confidence,I don't have much confidence,A lot of confidence,Some confidence,Some confidence,A lot of confidence,I don't have much confidence,A lot of confidence,A lot of confidence,Some confidence,No answer
922,Female,Cantemir,Urban,PSRM (Igor Dodon),50-59,Secondary vocational education,Moldovan,A lot of confidence,A lot of confidence,I don't have much confidence,I don't have much confidence,A lot of confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,Some confidence,I don't have much confidence,I don't have much confidence,A lot of confidence,I have no confidence,Some confidence,I don't have much confidence,A lot of confidence,I don't have much confidence,A lot of confidence,Some confidence,I don't have much confidence,Some confidence,Some confidence
923,Female,Căușeni,Rural,PSRM (Igor Dodon),50-59,Higher education,Moldovan,A lot of confidence,Some confidence,Some confidence,A lot of confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,I have no confidence,Some confidence,A lot of confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,A lot of confidence,Some confidence,Some confidence,Some confidence,I don't have much confidence,Some confidence
924,Male,Cimișlia,Urban,No party,15-19,Primary education,Moldovan,No answer,No answer,I have no confidence,I don't have much confidence,Some confidence,I don't have much confidence,I don't have much confidence,No answer,Some confidence,I don't have much confidence,I don't have much confidence,Some confidence,I have no confidence,No answer,No answer,Some confidence,Some confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence
925,Male,Cahul,Urban,PSRM (Igor Dodon),40-49,Lower secondary education,Moldovan,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,No answer,I have no confidence,I have no confidence,A lot of confidence,No answer,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence,I have no confidence,Some confidence,Some confidence,I have no confidence
926,Male,Cahul,Rural,PVM (Vasile Tarlev),50-59,Lower secondary education,Bulgarian,A lot of confidence,A lot of confidence,I have no confidence,I don't have much confidence,No answer,No answer,A lot of confidence,No answer,No answer,A lot of confidence,No answer,A lot of confidence,I have no confidence,No answer,No answer,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
927,Male,Leova,Rural,PSRM (Igor Dodon),30-39,Upper secondary education,Moldovan,I have no confidence,A lot of confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,Some confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,No answer,I don't have much confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
928,Female,UTA Găgăuzia,Urban,PN (Renato Usatii),20-29,Lower secondary education,Gagauz,A lot of confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
929,Female,Cahul,Urban,Victorie (Ilan Sor),15-19,Primary education,Moldovan,I have no confidence,I don't have much confidence,I have no confidence,A lot of confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I have no confidence,I don't have much confidence,A lot of confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence
930,Female,Cantemir,Rural,PSRM (Igor Dodon),60+,Secondary vocational education,Gagauz,Some confidence,A lot of confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,Some confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence
931,Female,Căușeni,Urban,Victorie (Ilan Sor),30-39,Primary education,Moldovan,I have no confidence,Some confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,No answer,I have no confidence,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence
932,Female,UTA Găgăuzia,Urban,Undecided,60+,Higher education,Russian,No answer,I don't have much confidence,I have no confidence,Some confidence,Some confidence,No answer,No answer,Some confidence,I don't have much confidence,I don't have much confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,No answer,I have no confidence,Some confidence,I have no confidence,No answer,I have no confidence,I have no confidence
933,Female,Cahul,Rural,PSDE (Tudor Ulianovschi),60+,Primary education,Moldovan,Some confidence,I don't have much confidence,I have no confidence,A lot of confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I don't have much confidence,A lot of confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I don't have much confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence
934,Female,Cahul,Urban,PRIM (Irina Vlah),60+,Secondary vocational education,Ukrainian,Some confidence,Some confidence,I have no confidence,Some confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I don't have much confidence,No answer,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
935,Female,UTA Găgăuzia,Rural,PSRM (Igor Dodon),60+,Primary education,Gagauz,I have no confidence,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,No answer,No answer,A lot of confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
936,Male,Cimișlia,Rural,Undecided,30-39,Primary education,Moldovan,I have no confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I don't have much confidence,No answer,I don't have much confidence,A lot of confidence,Some confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,A lot of confidence,I have no confidence,Some confidence,I have no confidence,I don't have much confidence
937,Female,Ștefan Vodă,Rural,PSRM (Igor Dodon),20-29,Secondary vocational education,Moldovan,I have no confidence,Some confidence,I have no confidence,I don't have much confidence,No answer,I have no confidence,No answer,I have no confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,No answer,I have no confidence,No answer,A lot of confidence,Some confidence,I don't have much confidence,I don't have much confidence,I have no confidence,No answer
938,Female,Leova,Rural,PAS (Igor Grosu),60+,Lower secondary education,Moldovan,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I don't have much confidence,I don't have much confidence,A lot of confidence,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,Some confidence
939,Female,Cahul,Rural,PAS (Igor Grosu),30-39,Upper secondary education,Moldovan,I don't have much confidence,I have no confidence,Some confidence,I have no confidence,No answer,Some confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I don't have much confidence,Some confidence,Some confidence,Some confidence
940,Female,Cahul,Rural,PSDE (Tudor Ulianovschi),40-49,Post-secondary vocational education,Moldovan,Some confidence,Some confidence,Some confidence,I don't have much confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,A lot of confidence,Some confidence,I don't have much confidence,Some confidence,Some confidence,I don't have much confidence,I don't have much confidence
941,Female,Cimișlia,Rural,No party,60+,Lower secondary education,Ukrainian,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,No answer,I have no confidence,I don't have much confidence,No answer,No answer,I have no confidence,No answer,I have no confidence,A lot of confidence,I don't have much confidence,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,Some confidence
942,Female,Cahul,Rural,PAS (Igor Grosu),50-59,Post-secondary vocational education,Moldovan,I have no confidence,Some confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,A lot of confidence,I have no confidence,Some confidence,Some confidence,No answer,I have no confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,I have no confidence,Some confidence,Some confidence,Some confidence,Some confidence
943,Female,Cimișlia,Rural,PAS (Igor Grosu),60+,Post-secondary vocational education,Moldovan,I have no confidence,I don't have much confidence,I don't have much confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I don't have much confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,No answer,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence
944,Female,Hîncești,Rural,Undecided,60+,Higher education,Moldovan,I don't have much confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,No answer,No answer,No answer,I don't have much confidence,Some confidence,I have no confidence,I don't have much confidence,Some confidence,No answer,Some confidence,No answer,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence
