ur,gender,education,county,ethnicity,age_group,N
Urban,Female,Upper secondary education,Căușeni,Ukrainian,30-34,1
Urban,Female,Upper secondary education,Căușeni,Ukrainian,35-39,1
Urban,Female,Upper secondary education,Căușeni,Ukrainian,40-44,1
Urban,Female,Upper secondary education,Căușeni,Ukrainian,45-49,1
Urban,Female,Upper secondary education,Căușeni,Ukrainian,50-54,2
Urban,Female,Upper secondary education,Căușeni,Ukrainian,55-59,3
Urban,Female,Upper secondary education,Căușeni,Ukrainian,60-64,2
Urban,Female,Upper secondary education,Căușeni,Ukrainian,65-69,2
Urban,Female,Upper secondary education,Căușeni,Ukrainian,70+,2
Urban,Female,Upper secondary education,Căușeni,Ukrainian,<15,6
Urban,Female,Upper secondary education,Dondușeni,Moldovan,15-19,13
Urban,Female,Upper secondary education,Dondușeni,Moldovan,20-24,28
Urban,Female,Upper secondary education,Dondușeni,Moldovan,25-29,15
Urban,Female,Upper secondary education,Dondușeni,Moldovan,30-34,21
Urban,Female,Upper secondary education,Dondușeni,Moldovan,35-39,24
Urban,Female,Upper secondary education,Dondușeni,Moldovan,40-44,25
Urban,Female,Upper secondary education,Dondușeni,Moldovan,45-49,26
Urban,Female,Upper secondary education,Dondușeni,Moldovan,50-54,32
Urban,Female,Upper secondary education,Dondușeni,Moldovan,55-59,43
Urban,Female,Upper secondary education,Dondușeni,Moldovan,60-64,38
Urban,Female,Upper secondary education,Dondușeni,Moldovan,65-69,25
Urban,Female,Upper secondary education,Dondușeni,Moldovan,70+,14
Urban,Female,Upper secondary education,Dondușeni,Moldovan,<15,64
Urban,Female,Upper secondary education,Dondușeni,Romanian,20-24,2
Urban,Female,Upper secondary education,Dondușeni,Romanian,25-29,1
Urban,Female,Upper secondary education,Dondușeni,Romanian,30-34,1
Urban,Female,Upper secondary education,Dondușeni,Romanian,35-39,1
Urban,Female,Upper secondary education,Dondușeni,Romanian,40-44,1
Urban,Female,Upper secondary education,Dondușeni,Romanian,45-49,1
Urban,Female,Upper secondary education,Dondușeni,Romanian,50-54,1
Urban,Female,Upper secondary education,Dondușeni,Romanian,55-59,2
Urban,Female,Upper secondary education,Dondușeni,Romanian,60-64,2
Urban,Female,Upper secondary education,Dondușeni,Romanian,65-69,1
Urban,Female,Upper secondary education,Dondușeni,Romanian,70+,1
Urban,Female,Upper secondary education,Dondușeni,Romanian,<15,5
Urban,Female,Upper secondary education,Dondușeni,Russian,15-19,1
Urban,Female,Upper secondary education,Dondușeni,Russian,20-24,1
Urban,Female,Upper secondary education,Dondușeni,Russian,25-29,2
Urban,Female,Upper secondary education,Dondușeni,Russian,30-34,2
Urban,Female,Upper secondary education,Dondușeni,Russian,35-39,2
Urban,Female,Upper secondary education,Dondușeni,Russian,40-44,2
Urban,Female,Upper secondary education,Dondușeni,Russian,45-49,2
Urban,Female,Upper secondary education,Dondușeni,Russian,50-54,2
Urban,Female,Upper secondary education,Dondușeni,Russian,55-59,3
Urban,Female,Upper secondary education,Dondușeni,Russian,60-64,3
Urban,Female,Upper secondary education,Dondușeni,Russian,65-69,2
Urban,Female,Upper secondary education,Dondușeni,Russian,70+,2
Urban,Female,Upper secondary education,Dondușeni,Russian,<15,6
Urban,Female,Upper secondary education,Dondușeni,Ukrainian,15-19,2
Urban,Female,Upper secondary education,Dondușeni,Ukrainian,20-24,4
Urban,Female,Upper secondary education,Dondușeni,Ukrainian,25-29,3
Urban,Female,Upper secondary education,Dondușeni,Ukrainian,30-34,5
Urban,Female,Upper secondary education,Dondușeni,Ukrainian,35-39,5
Urban,Female,Upper secondary education,Dondușeni,Ukrainian,40-44,5
Urban,Female,Upper secondary education,Dondușeni,Ukrainian,45-49,5
Urban,Female,Upper secondary education,Dondușeni,Ukrainian,50-54,6
Urban,Female,Upper secondary education,Dondușeni,Ukrainian,55-59,9
Urban,Female,Upper secondary education,Dondușeni,Ukrainian,60-64,8
Urban,Female,Upper secondary education,Dondușeni,Ukrainian,65-69,6
Urban,Female,Upper secondary education,Dondușeni,Ukrainian,70+,5
Urban,Female,Upper secondary education,Dondușeni,Ukrainian,<15,13
Urban,Female,Upper secondary education,Drochia,Moldovan,15-19,34
Urban,Female,Upper secondary education,Drochia,Moldovan,20-24,65
Urban,Female,Upper secondary education,Drochia,Moldovan,25-29,41
Urban,Female,Upper secondary education,Drochia,Moldovan,30-34,56
Urban,Female,Upper secondary education,Drochia,Moldovan,35-39,60
Urban,Female,Upper secondary education,Drochia,Moldovan,40-44,50
Urban,Female,Upper secondary education,Drochia,Moldovan,45-49,54
Urban,Female,Upper secondary education,Drochia,Moldovan,50-54,72
Urban,Female,Upper secondary education,Drochia,Moldovan,55-59,86
Urban,Female,Upper secondary education,Drochia,Moldovan,60-64,86
Urban,Female,Upper secondary education,Drochia,Moldovan,65-69,46
Urban,Female,Upper secondary education,Drochia,Moldovan,70+,30
Urban,Female,Upper secondary education,Drochia,Moldovan,<15,180
Urban,Female,Upper secondary education,Drochia,Roma,20-24,1
Urban,Female,Upper secondary education,Drochia,Roma,30-34,1
Urban,Female,Upper secondary education,Drochia,Roma,35-39,1
Urban,Female,Upper secondary education,Drochia,Roma,50-54,1
Urban,Female,Upper secondary education,Drochia,Roma,55-59,1
Urban,Female,Upper secondary education,Drochia,Roma,60-64,1
Urban,Female,Upper secondary education,Drochia,Roma,65-69,1
Urban,Female,Upper secondary education,Drochia,Roma,70+,1
Urban,Female,Upper secondary education,Drochia,Roma,<15,1
Urban,Female,Upper secondary education,Drochia,Romanian,15-19,1
Urban,Female,Upper secondary education,Drochia,Romanian,20-24,3
Urban,Female,Upper secondary education,Drochia,Romanian,25-29,2
Urban,Female,Upper secondary education,Drochia,Romanian,30-34,3
Urban,Female,Upper secondary education,Drochia,Romanian,35-39,3
Urban,Female,Upper secondary education,Drochia,Romanian,40-44,2
Urban,Female,Upper secondary education,Drochia,Romanian,45-49,2
Urban,Female,Upper secondary education,Drochia,Romanian,50-54,3
Urban,Female,Upper secondary education,Drochia,Romanian,55-59,3
Urban,Female,Upper secondary education,Drochia,Romanian,60-64,3
Urban,Female,Upper secondary education,Drochia,Romanian,65-69,3
Urban,Female,Upper secondary education,Drochia,Romanian,70+,1
Urban,Female,Upper secondary education,Drochia,Romanian,<15,11
Urban,Female,Upper secondary education,Drochia,Russian,15-19,1
Urban,Female,Upper secondary education,Drochia,Russian,20-24,2
Urban,Female,Upper secondary education,Drochia,Russian,25-29,2
Urban,Female,Upper secondary education,Drochia,Russian,30-34,2
Urban,Female,Upper secondary education,Drochia,Russian,35-39,2
Urban,Female,Upper secondary education,Drochia,Russian,40-44,2
Urban,Female,Upper secondary education,Drochia,Russian,45-49,2
Urban,Female,Upper secondary education,Drochia,Russian,50-54,2
Urban,Female,Upper secondary education,Drochia,Russian,55-59,3
Urban,Female,Upper secondary education,Drochia,Russian,60-64,3
Urban,Female,Upper secondary education,Drochia,Russian,65-69,2
Urban,Female,Upper secondary education,Drochia,Russian,70+,2
Urban,Female,Upper secondary education,Drochia,Russian,<15,7
Urban,Female,Upper secondary education,Drochia,Ukrainian,15-19,2
Urban,Female,Upper secondary education,Drochia,Ukrainian,20-24,5
Urban,Female,Upper secondary education,Drochia,Ukrainian,25-29,3
Urban,Female,Upper secondary education,Drochia,Ukrainian,30-34,5
Urban,Female,Upper secondary education,Drochia,Ukrainian,35-39,6
Urban,Female,Upper secondary education,Drochia,Ukrainian,40-44,5
Urban,Female,Upper secondary education,Drochia,Ukrainian,45-49,5
Urban,Female,Upper secondary education,Drochia,Ukrainian,50-54,6
Urban,Female,Upper secondary education,Drochia,Ukrainian,55-59,6
Urban,Female,Upper secondary education,Drochia,Ukrainian,60-64,6
Urban,Female,Upper secondary education,Drochia,Ukrainian,65-69,5
Urban,Female,Upper secondary education,Drochia,Ukrainian,70+,4
Urban,Female,Upper secondary education,Drochia,Ukrainian,<15,15
Urban,Female,Upper secondary education,Edineț,Moldovan,15-19,46
Urban,Female,Upper secondary education,Edineț,Moldovan,20-24,89
Urban,Female,Upper secondary education,Edineț,Moldovan,25-29,49
Urban,Female,Upper secondary education,Edineț,Moldovan,30-34,60
Urban,Female,Upper secondary education,Edineț,Moldovan,35-39,70
Urban,Female,Upper secondary education,Edineț,Moldovan,40-44,61
Urban,Female,Upper secondary education,Edineț,Moldovan,45-49,67
Urban,Female,Upper secondary education,Edineț,Moldovan,50-54,88
Urban,Female,Upper secondary education,Edineț,Moldovan,55-59,100
Urban,Female,Upper secondary education,Edineț,Moldovan,60-64,98
Urban,Female,Upper secondary education,Edineț,Moldovan,65-69,56
Urban,Female,Upper secondary education,Edineț,Moldovan,70+,37
Urban,Female,Upper secondary education,Edineț,Moldovan,<15,200
Urban,Female,Upper secondary education,Edineț,Other,<15,1
Urban,Female,Upper secondary education,Edineț,Roma,15-19,4
Urban,Female,Upper secondary education,Edineț,Roma,20-24,6
Urban,Female,Upper secondary education,Edineț,Roma,25-29,4
Urban,Female,Upper secondary education,Edineț,Roma,30-34,4
Urban,Female,Upper secondary education,Edineț,Roma,35-39,5
Urban,Female,Upper secondary education,Edineț,Roma,40-44,4
Urban,Female,Upper secondary education,Edineț,Roma,45-49,4
Urban,Female,Upper secondary education,Edineț,Roma,50-54,5
Urban,Female,Upper secondary education,Edineț,Roma,55-59,6
Urban,Female,Upper secondary education,Edineț,Roma,60-64,6
Urban,Female,Upper secondary education,Edineț,Roma,65-69,4
Urban,Female,Upper secondary education,Edineț,Roma,70+,4
Urban,Female,Upper secondary education,Edineț,Roma,<15,9
Urban,Female,Upper secondary education,Edineț,Romanian,15-19,1
Urban,Female,Upper secondary education,Edineț,Romanian,20-24,4
Urban,Female,Upper secondary education,Edineț,Romanian,25-29,3
Urban,Female,Upper secondary education,Edineț,Romanian,30-34,3
Urban,Female,Upper secondary education,Edineț,Romanian,35-39,3
Urban,Female,Upper secondary education,Edineț,Romanian,40-44,3
Urban,Female,Upper secondary education,Edineț,Romanian,45-49,3
Urban,Female,Upper secondary education,Edineț,Romanian,50-54,3
Urban,Female,Upper secondary education,Edineț,Romanian,55-59,3
Urban,Female,Upper secondary education,Edineț,Romanian,60-64,4
Urban,Female,Upper secondary education,Edineț,Romanian,65-69,3
Urban,Female,Upper secondary education,Edineț,Romanian,70+,2
Urban,Female,Upper secondary education,Edineț,Romanian,<15,12
Urban,Female,Upper secondary education,Edineț,Russian,15-19,6
Urban,Female,Upper secondary education,Edineț,Russian,20-24,11
Urban,Female,Upper secondary education,Edineț,Russian,25-29,8
Urban,Female,Upper secondary education,Edineț,Russian,30-34,9
Urban,Female,Upper secondary education,Edineț,Russian,35-39,10
Urban,Female,Upper secondary education,Edineț,Russian,40-44,10
Urban,Female,Upper secondary education,Edineț,Russian,45-49,9
Urban,Female,Upper secondary education,Edineț,Russian,50-54,10
Urban,Female,Upper secondary education,Edineț,Russian,55-59,13
Urban,Female,Upper secondary education,Edineț,Russian,60-64,14
Urban,Female,Upper secondary education,Edineț,Russian,65-69,10
Urban,Female,Upper secondary education,Edineț,Russian,70+,10
Urban,Female,Upper secondary education,Edineț,Russian,<15,30
Urban,Female,Upper secondary education,Edineț,Ukrainian,15-19,5
Urban,Female,Upper secondary education,Edineț,Ukrainian,20-24,12
Urban,Female,Upper secondary education,Edineț,Ukrainian,25-29,7
Urban,Female,Upper secondary education,Edineț,Ukrainian,30-34,9
Urban,Female,Upper secondary education,Edineț,Ukrainian,35-39,10
Urban,Female,Upper secondary education,Edineț,Ukrainian,40-44,10
Urban,Female,Upper secondary education,Edineț,Ukrainian,45-49,9
Urban,Female,Upper secondary education,Edineț,Ukrainian,50-54,11
Urban,Female,Upper secondary education,Edineț,Ukrainian,55-59,15
Urban,Female,Upper secondary education,Edineț,Ukrainian,60-64,17
Urban,Female,Upper secondary education,Edineț,Ukrainian,65-69,12
Urban,Female,Upper secondary education,Edineț,Ukrainian,70+,12
Urban,Female,Upper secondary education,Edineț,Ukrainian,<15,31
Urban,Female,Upper secondary education,Florești,Moldovan,15-19,54
Urban,Female,Upper secondary education,Florești,Moldovan,20-24,91
Urban,Female,Upper secondary education,Florești,Moldovan,25-29,46
Urban,Female,Upper secondary education,Florești,Moldovan,30-34,60
Urban,Female,Upper secondary education,Florești,Moldovan,35-39,65
Urban,Female,Upper secondary education,Florești,Moldovan,40-44,62
Urban,Female,Upper secondary education,Florești,Moldovan,45-49,75
Urban,Female,Upper secondary education,Florești,Moldovan,50-54,87
Urban,Female,Upper secondary education,Florești,Moldovan,55-59,90
Urban,Female,Upper secondary education,Florești,Moldovan,60-64,79
Urban,Female,Upper secondary education,Florești,Moldovan,65-69,47
Urban,Female,Upper secondary education,Florești,Moldovan,70+,31
Urban,Female,Upper secondary education,Florești,Moldovan,<15,213
Urban,Female,Upper secondary education,Florești,Roma,<15,1
Urban,Female,Upper secondary education,Florești,Romanian,15-19,2
Urban,Female,Upper secondary education,Florești,Romanian,20-24,4
Urban,Female,Upper secondary education,Florești,Romanian,25-29,2
Urban,Female,Upper secondary education,Florești,Romanian,30-34,3
Urban,Female,Upper secondary education,Florești,Romanian,35-39,3
Urban,Female,Upper secondary education,Florești,Romanian,40-44,3
Urban,Female,Upper secondary education,Florești,Romanian,45-49,3
Urban,Female,Upper secondary education,Florești,Romanian,50-54,3
Urban,Female,Upper secondary education,Florești,Romanian,55-59,4
Urban,Female,Upper secondary education,Florești,Romanian,60-64,3
Urban,Female,Upper secondary education,Florești,Romanian,65-69,3
Urban,Female,Upper secondary education,Florești,Romanian,70+,2
Urban,Female,Upper secondary education,Florești,Romanian,<15,11
Urban,Female,Upper secondary education,Florești,Russian,15-19,2
Urban,Female,Upper secondary education,Florești,Russian,20-24,3
Urban,Female,Upper secondary education,Florești,Russian,25-29,2
Urban,Female,Upper secondary education,Florești,Russian,30-34,3
Urban,Female,Upper secondary education,Florești,Russian,35-39,3
Urban,Female,Upper secondary education,Florești,Russian,40-44,3
Urban,Female,Upper secondary education,Florești,Russian,45-49,3
Urban,Female,Upper secondary education,Florești,Russian,50-54,3
Urban,Female,Upper secondary education,Florești,Russian,55-59,4
Urban,Female,Upper secondary education,Florești,Russian,60-64,3
Urban,Female,Upper secondary education,Florești,Russian,65-69,3
Urban,Female,Upper secondary education,Florești,Russian,70+,3
Urban,Female,Upper secondary education,Florești,Russian,<15,8
Urban,Female,Upper secondary education,Florești,Ukrainian,15-19,3
Urban,Female,Upper secondary education,Florești,Ukrainian,20-24,5
Urban,Female,Upper secondary education,Florești,Ukrainian,25-29,2
Urban,Female,Upper secondary education,Florești,Ukrainian,30-34,4
Urban,Female,Upper secondary education,Florești,Ukrainian,35-39,5
Urban,Female,Upper secondary education,Florești,Ukrainian,40-44,5
Urban,Female,Upper secondary education,Florești,Ukrainian,45-49,5
Urban,Female,Upper secondary education,Florești,Ukrainian,50-54,5
Urban,Female,Upper secondary education,Florești,Ukrainian,55-59,5
Urban,Female,Upper secondary education,Florești,Ukrainian,60-64,5
Urban,Female,Upper secondary education,Florești,Ukrainian,65-69,4
Urban,Female,Upper secondary education,Florești,Ukrainian,70+,4
Urban,Female,Upper secondary education,Florești,Ukrainian,<15,13
Urban,Female,Upper secondary education,Fălești,Moldovan,15-19,30
Urban,Female,Upper secondary education,Fălești,Moldovan,20-24,61
Urban,Female,Upper secondary education,Fălești,Moldovan,25-29,37
Urban,Female,Upper secondary education,Fălești,Moldovan,30-34,41
Urban,Female,Upper secondary education,Fălești,Moldovan,35-39,46
Urban,Female,Upper secondary education,Fălești,Moldovan,40-44,46
Urban,Female,Upper secondary education,Fălești,Moldovan,45-49,56
Urban,Female,Upper secondary education,Fălești,Moldovan,50-54,69
Urban,Female,Upper secondary education,Fălești,Moldovan,55-59,72
Urban,Female,Upper secondary education,Fălești,Moldovan,60-64,67
Urban,Female,Upper secondary education,Fălești,Moldovan,65-69,37
Urban,Female,Upper secondary education,Fălești,Moldovan,70+,20
Urban,Female,Upper secondary education,Fălești,Moldovan,<15,165
Urban,Female,Upper secondary education,Fălești,Romanian,15-19,1
Urban,Female,Upper secondary education,Fălești,Romanian,20-24,3
Urban,Female,Upper secondary education,Fălești,Romanian,25-29,2
Urban,Female,Upper secondary education,Fălești,Romanian,30-34,2
Urban,Female,Upper secondary education,Fălești,Romanian,35-39,2
Urban,Female,Upper secondary education,Fălești,Romanian,40-44,1
Urban,Female,Upper secondary education,Fălești,Romanian,45-49,2
Urban,Female,Upper secondary education,Fălești,Romanian,50-54,3
Urban,Female,Upper secondary education,Fălești,Romanian,55-59,2
Urban,Female,Upper secondary education,Fălești,Romanian,60-64,2
Urban,Female,Upper secondary education,Fălești,Romanian,65-69,1
Urban,Female,Upper secondary education,Fălești,Romanian,70+,1
Urban,Female,Upper secondary education,Fălești,Romanian,<15,9
Urban,Female,Upper secondary education,Fălești,Russian,15-19,1
Urban,Female,Upper secondary education,Fălești,Russian,20-24,2
Urban,Female,Upper secondary education,Fălești,Russian,25-29,2
Urban,Female,Upper secondary education,Fălești,Russian,30-34,2
Urban,Female,Upper secondary education,Fălești,Russian,35-39,2
Urban,Female,Upper secondary education,Fălești,Russian,40-44,2
Urban,Female,Upper secondary education,Fălești,Russian,45-49,2
Urban,Female,Upper secondary education,Fălești,Russian,50-54,3
Urban,Female,Upper secondary education,Fălești,Russian,55-59,3
Urban,Female,Upper secondary education,Fălești,Russian,60-64,4
Urban,Female,Upper secondary education,Fălești,Russian,65-69,2
Urban,Female,Upper secondary education,Fălești,Russian,70+,2
Urban,Female,Upper secondary education,Fălești,Russian,<15,7
Urban,Female,Upper secondary education,Fălești,Ukrainian,15-19,2
Urban,Female,Upper secondary education,Fălești,Ukrainian,20-24,5
Urban,Female,Upper secondary education,Fălești,Ukrainian,25-29,3
Urban,Female,Upper secondary education,Fălești,Ukrainian,30-34,5
Urban,Female,Upper secondary education,Fălești,Ukrainian,35-39,6
Urban,Female,Upper secondary education,Fălești,Ukrainian,40-44,6
Urban,Female,Upper secondary education,Fălești,Ukrainian,45-49,6
Urban,Female,Upper secondary education,Fălești,Ukrainian,50-54,6
Urban,Female,Upper secondary education,Fălești,Ukrainian,55-59,7
Urban,Female,Upper secondary education,Fălești,Ukrainian,60-64,7
Urban,Female,Upper secondary education,Fălești,Ukrainian,65-69,5
Urban,Female,Upper secondary education,Fălești,Ukrainian,70+,4
Urban,Female,Upper secondary education,Fălești,Ukrainian,<15,15
Urban,Female,Upper secondary education,Glodeni,Moldovan,15-19,20
Urban,Female,Upper secondary education,Glodeni,Moldovan,20-24,41
Urban,Female,Upper secondary education,Glodeni,Moldovan,25-29,21
Urban,Female,Upper secondary education,Glodeni,Moldovan,30-34,28
Urban,Female,Upper secondary education,Glodeni,Moldovan,35-39,30
Urban,Female,Upper secondary education,Glodeni,Moldovan,40-44,27
Urban,Female,Upper secondary education,Glodeni,Moldovan,45-49,32
Urban,Female,Upper secondary education,Glodeni,Moldovan,50-54,44
Urban,Female,Upper secondary education,Glodeni,Moldovan,55-59,53
Urban,Female,Upper secondary education,Glodeni,Moldovan,60-64,57
Urban,Female,Upper secondary education,Glodeni,Moldovan,65-69,26
Urban,Female,Upper secondary education,Glodeni,Moldovan,70+,13
Urban,Female,Upper secondary education,Glodeni,Moldovan,<15,101
Urban,Female,Upper secondary education,Glodeni,Other,<15,2
Urban,Female,Upper secondary education,Glodeni,Roma,15-19,1
Urban,Female,Upper secondary education,Glodeni,Roma,20-24,1
Urban,Female,Upper secondary education,Glodeni,Roma,25-29,1
Urban,Female,Upper secondary education,Glodeni,Roma,30-34,1
Urban,Female,Upper secondary education,Glodeni,Roma,35-39,1
Urban,Female,Upper secondary education,Glodeni,Roma,40-44,1
Urban,Female,Upper secondary education,Glodeni,Roma,45-49,1
Urban,Female,Upper secondary education,Glodeni,Roma,50-54,1
Urban,Female,Upper secondary education,Glodeni,Roma,55-59,1
Urban,Female,Upper secondary education,Glodeni,Roma,60-64,1
Urban,Female,Upper secondary education,Glodeni,Roma,65-69,1
Urban,Female,Upper secondary education,Glodeni,Roma,70+,1
Urban,Female,Upper secondary education,Glodeni,Roma,<15,2
Urban,Female,Upper secondary education,Glodeni,Romanian,15-19,1
Urban,Female,Upper secondary education,Glodeni,Romanian,20-24,2
Urban,Female,Upper secondary education,Glodeni,Romanian,25-29,1
Urban,Female,Upper secondary education,Glodeni,Romanian,30-34,1
Urban,Female,Upper secondary education,Glodeni,Romanian,35-39,1
Urban,Female,Upper secondary education,Glodeni,Romanian,40-44,1
Urban,Female,Upper secondary education,Glodeni,Romanian,45-49,1
Urban,Female,Upper secondary education,Glodeni,Romanian,50-54,1
Urban,Female,Upper secondary education,Glodeni,Romanian,55-59,2
Urban,Female,Upper secondary education,Glodeni,Romanian,60-64,2
Urban,Female,Upper secondary education,Glodeni,Romanian,65-69,1
Urban,Female,Upper secondary education,Glodeni,Romanian,70+,1
Urban,Female,Upper secondary education,Glodeni,Romanian,<15,7
Urban,Female,Upper secondary education,Glodeni,Russian,15-19,1
Urban,Female,Upper secondary education,Glodeni,Russian,20-24,2
Urban,Female,Upper secondary education,Glodeni,Russian,25-29,2
Urban,Female,Upper secondary education,Glodeni,Russian,30-34,2
Urban,Female,Upper secondary education,Glodeni,Russian,35-39,2
Urban,Female,Upper secondary education,Glodeni,Russian,40-44,2
Urban,Female,Upper secondary education,Glodeni,Russian,45-49,2
Urban,Female,Upper secondary education,Glodeni,Russian,50-54,2
Urban,Female,Upper secondary education,Glodeni,Russian,55-59,3
Urban,Female,Upper secondary education,Glodeni,Russian,60-64,4
Urban,Female,Upper secondary education,Glodeni,Russian,65-69,2
Urban,Female,Upper secondary education,Glodeni,Russian,70+,1
Urban,Female,Upper secondary education,Glodeni,Russian,<15,7
Urban,Female,Upper secondary education,Glodeni,Ukrainian,15-19,2
Urban,Female,Upper secondary education,Glodeni,Ukrainian,20-24,6
Urban,Female,Upper secondary education,Glodeni,Ukrainian,25-29,3
Urban,Female,Upper secondary education,Glodeni,Ukrainian,30-34,6
Urban,Female,Upper secondary education,Glodeni,Ukrainian,35-39,7
Urban,Female,Upper secondary education,Glodeni,Ukrainian,40-44,6
Urban,Female,Upper secondary education,Glodeni,Ukrainian,45-49,5
Urban,Female,Upper secondary education,Glodeni,Ukrainian,50-54,7
Urban,Female,Upper secondary education,Glodeni,Ukrainian,55-59,9
Urban,Female,Upper secondary education,Glodeni,Ukrainian,60-64,10
Urban,Female,Upper secondary education,Glodeni,Ukrainian,65-69,6
Urban,Female,Upper secondary education,Glodeni,Ukrainian,70+,4
Urban,Female,Upper secondary education,Glodeni,Ukrainian,<15,19
Urban,Female,Upper secondary education,Hîncești,Moldovan,15-19,40
Urban,Female,Upper secondary education,Hîncești,Moldovan,20-24,95
Urban,Female,Upper secondary education,Hîncești,Moldovan,25-29,47
Urban,Female,Upper secondary education,Hîncești,Moldovan,30-34,51
Urban,Female,Upper secondary education,Hîncești,Moldovan,35-39,55
Urban,Female,Upper secondary education,Hîncești,Moldovan,40-44,43
Urban,Female,Upper secondary education,Hîncești,Moldovan,45-49,51
Urban,Female,Upper secondary education,Hîncești,Moldovan,50-54,67
Urban,Female,Upper secondary education,Hîncești,Moldovan,55-59,85
Urban,Female,Upper secondary education,Hîncești,Moldovan,60-64,73
Urban,Female,Upper secondary education,Hîncești,Moldovan,65-69,55
Urban,Female,Upper secondary education,Hîncești,Moldovan,70+,25
Urban,Female,Upper secondary education,Hîncești,Moldovan,<15,185
Urban,Female,Upper secondary education,Hîncești,Roma,15-19,1
Urban,Female,Upper secondary education,Hîncești,Roma,20-24,1
Urban,Female,Upper secondary education,Hîncești,Roma,25-29,1
Urban,Female,Upper secondary education,Hîncești,Roma,30-34,1
Urban,Female,Upper secondary education,Hîncești,Roma,35-39,1
Urban,Female,Upper secondary education,Hîncești,Roma,40-44,1
Urban,Female,Upper secondary education,Hîncești,Roma,45-49,1
Urban,Female,Upper secondary education,Hîncești,Roma,50-54,1
Urban,Female,Upper secondary education,Hîncești,Roma,55-59,1
Urban,Female,Upper secondary education,Hîncești,Roma,60-64,1
Urban,Female,Upper secondary education,Hîncești,Roma,65-69,1
Urban,Female,Upper secondary education,Hîncești,Roma,70+,1
Urban,Female,Upper secondary education,Hîncești,Roma,<15,1
Urban,Female,Upper secondary education,Hîncești,Romanian,15-19,2
Urban,Female,Upper secondary education,Hîncești,Romanian,20-24,6
Urban,Female,Upper secondary education,Hîncești,Romanian,25-29,4
Urban,Female,Upper secondary education,Hîncești,Romanian,30-34,4
Urban,Female,Upper secondary education,Hîncești,Romanian,35-39,5
Urban,Female,Upper secondary education,Hîncești,Romanian,40-44,3
Urban,Female,Upper secondary education,Hîncești,Romanian,45-49,3
Urban,Female,Upper secondary education,Hîncești,Romanian,50-54,4
Urban,Female,Upper secondary education,Hîncești,Romanian,55-59,4
Urban,Female,Upper secondary education,Hîncești,Romanian,60-64,4
Urban,Female,Upper secondary education,Hîncești,Romanian,65-69,4
Urban,Female,Upper secondary education,Hîncești,Romanian,70+,2
Urban,Female,Upper secondary education,Hîncești,Romanian,<15,15
Urban,Female,Upper secondary education,Hîncești,Russian,15-19,1
Urban,Female,Upper secondary education,Hîncești,Russian,20-24,2
Urban,Female,Upper secondary education,Hîncești,Russian,25-29,2
Urban,Female,Upper secondary education,Hîncești,Russian,30-34,2
Urban,Female,Upper secondary education,Hîncești,Russian,35-39,2
Urban,Female,Upper secondary education,Hîncești,Russian,40-44,1
Urban,Female,Upper secondary education,Hîncești,Russian,45-49,1
Urban,Female,Upper secondary education,Hîncești,Russian,50-54,2
Urban,Female,Upper secondary education,Hîncești,Russian,55-59,3
Urban,Female,Upper secondary education,Hîncești,Russian,60-64,2
Urban,Female,Upper secondary education,Hîncești,Russian,65-69,2
Urban,Female,Upper secondary education,Hîncești,Russian,70+,2
Urban,Female,Upper secondary education,Hîncești,Russian,<15,6
Urban,Female,Upper secondary education,Hîncești,Ukrainian,20-24,2
Urban,Female,Upper secondary education,Hîncești,Ukrainian,30-34,1
Urban,Female,Upper secondary education,Hîncești,Ukrainian,35-39,1
Urban,Female,Upper secondary education,Hîncești,Ukrainian,40-44,1
Urban,Female,Upper secondary education,Hîncești,Ukrainian,45-49,1
Urban,Female,Upper secondary education,Hîncești,Ukrainian,50-54,1
Urban,Female,Upper secondary education,Hîncești,Ukrainian,55-59,3
Urban,Female,Upper secondary education,Hîncești,Ukrainian,60-64,2
Urban,Female,Upper secondary education,Hîncești,Ukrainian,65-69,2
Urban,Female,Upper secondary education,Hîncești,Ukrainian,70+,2
Urban,Female,Upper secondary education,Hîncești,Ukrainian,<15,4
Urban,Female,Upper secondary education,Ialoveni,Moldovan,15-19,27
Urban,Female,Upper secondary education,Ialoveni,Moldovan,20-24,74
Urban,Female,Upper secondary education,Ialoveni,Moldovan,25-29,42
Urban,Female,Upper secondary education,Ialoveni,Moldovan,30-34,50
Urban,Female,Upper secondary education,Ialoveni,Moldovan,35-39,54
Urban,Female,Upper secondary education,Ialoveni,Moldovan,40-44,40
Urban,Female,Upper secondary education,Ialoveni,Moldovan,45-49,49
Urban,Female,Upper secondary education,Ialoveni,Moldovan,50-54,57
Urban,Female,Upper secondary education,Ialoveni,Moldovan,55-59,71
Urban,Female,Upper secondary education,Ialoveni,Moldovan,60-64,57
Urban,Female,Upper secondary education,Ialoveni,Moldovan,65-69,39
Urban,Female,Upper secondary education,Ialoveni,Moldovan,70+,17
Urban,Female,Upper secondary education,Ialoveni,Moldovan,<15,158
Urban,Female,Upper secondary education,Ialoveni,Romanian,15-19,5
Urban,Female,Upper secondary education,Ialoveni,Romanian,20-24,12
Urban,Female,Upper secondary education,Ialoveni,Romanian,25-29,8
Urban,Female,Upper secondary education,Ialoveni,Romanian,30-34,10
Urban,Female,Upper secondary education,Ialoveni,Romanian,35-39,9
