,age_group,education,gender,nationality,electoral_district,unit,urban_rural,N
3248,75+,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,355
3249,75+,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,313
3250,75+,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,206
3251,75+,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,Tallinn,553
3252,75+,Higher education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,Tallinn,541
3253,75+,Basic education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,Tallinn,295
3254,75+,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,Tallinn,331
3255,75+,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,Tallinn,409
3256,75+,Basic education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,Tallinn,149
3257,75+,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,110
3258,75+,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,156
3259,75+,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,51
3260,75+,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,207
3261,75+,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,195
3262,75+,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,122
3263,75+,Secondary education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,Urban,258
3264,75+,Secondary education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,Rural,493
3265,75+,Secondary education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,Small town,307
3266,75+,Higher education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,Urban,197
3267,75+,Higher education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,Rural,299
3268,75+,Higher education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,Small town,305
3269,75+,Basic education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,Urban,193
3270,75+,Basic education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,Rural,551
3271,75+,Basic education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,Small town,212
3272,75+,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,68
3273,75+,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,58
3274,75+,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,112
3275,75+,Secondary education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,Urban,302
3276,75+,Secondary education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,Rural,56
3277,75+,Secondary education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,Small town,1
3278,75+,Higher education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,Urban,111
3279,75+,Higher education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,Rural,22
3280,75+,Basic education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,Urban,272
3281,75+,Basic education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,Rural,102
3282,75+,Basic education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,Small town,2
3283,75+,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,252
3284,75+,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,96
3285,75+,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,100
3286,75+,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,40
3287,75+,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,377
3288,75+,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,111
3289,75+,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,Urban,96
3290,75+,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,Rural,137
3291,75+,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,Small town,88
3292,75+,Higher education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,Urban,41
3293,75+,Higher education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,Rural,55
3294,75+,Higher education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,Small town,32
3295,75+,Basic education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,Urban,95
3296,75+,Basic education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,Rural,282
3297,75+,Basic education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,Small town,85
3298,75+,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,81
3299,75+,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,57
3300,75+,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,7
3301,75+,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,59
3302,75+,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,35
3303,75+,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,2
3304,75+,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,135
3305,75+,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,127
3306,75+,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,12
3307,75+,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,Urban,147
3308,75+,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,Rural,310
3309,75+,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,Small town,80
3310,75+,Higher education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,Urban,57
3311,75+,Higher education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,Rural,98
3312,75+,Higher education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,Small town,28
3313,75+,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,Urban,163
3314,75+,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,Rural,479
3315,75+,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,Small town,120
3316,75+,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,195
3317,75+,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,85
3318,75+,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,83
3319,75+,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,39
3320,75+,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,290
3321,75+,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,148
3322,75+,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,Urban,531
3323,75+,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,Rural,307
3324,75+,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,Small town,80
3325,75+,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,Urban,240
3326,75+,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,Rural,101
3327,75+,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,Small town,41
3328,75+,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,Urban,518
3329,75+,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,Rural,437
3330,75+,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,Small town,144
3331,75+,Secondary education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,Rural,241
3332,75+,Secondary education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,Small town,70
3333,75+,Higher education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,Rural,111
3334,75+,Higher education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,Small town,27
3335,75+,Basic education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,Rural,346
3336,75+,Basic education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,Small town,61
3337,75+,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,131
3338,75+,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,151
3339,75+,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,79
3340,75+,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,58
3341,75+,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,288
3342,75+,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,325
3343,75+,Secondary education,Male,Estonian,Tartu linn,Tartu linn,Urban,771
3344,75+,Secondary education,Male,Estonian,Tartu linn,Tartu linn,Rural,11
3345,75+,Secondary education,Male,Estonian,Tartu linn,Tartu linn,Small town,3
3346,75+,Higher education,Male,Estonian,Tartu linn,Tartu linn,Urban,738
3347,75+,Higher education,Male,Estonian,Tartu linn,Tartu linn,Rural,1
3348,75+,Basic education,Male,Estonian,Tartu linn,Tartu linn,Urban,575
3349,75+,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Rural,411
3350,75+,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Small town,39
3351,75+,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Rural,250
3352,75+,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Small town,41
3353,75+,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Rural,575
3354,75+,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Small town,32
3355,75+,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,133
3356,75+,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,164
3357,75+,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,52
3358,75+,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,56
3359,75+,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,188
3360,75+,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,190
3361,75+,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,Urban,203
3362,75+,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,Rural,306
3363,75+,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,Small town,24
3364,75+,Higher education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,Urban,137
3365,75+,Higher education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,Rural,99
3366,75+,Higher education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,Small town,15
3367,75+,Basic education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,Urban,248
3368,75+,Basic education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,Rural,409
3369,75+,Basic education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,Small town,23
3370,75+,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,146
3371,75+,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,217
3372,75+,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,16
3373,75+,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,46
3374,75+,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,88
3375,75+,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,4
3376,75+,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,153
3377,75+,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,311
3378,75+,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,22
3379,75+,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,68
3380,75+,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,101
3381,75+,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,16
3382,75+,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,24
3383,75+,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,84
3384,75+,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,6
3385,75+,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,28
3386,75+,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,37
3387,75+,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,11
3388,75+,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,147
3389,75+,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,138
3390,75+,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,52
3391,75+,Secondary education,Male,Other,Mustamäe ja Nõmme,Mustamäe,Tallinn,111
3392,75+,Higher education,Male,Other,Mustamäe ja Nõmme,Mustamäe,Tallinn,98
3393,75+,Basic education,Male,Other,Mustamäe ja Nõmme,Mustamäe,Tallinn,30
3394,75+,Secondary education,Male,Other,Mustamäe ja Nõmme,Nõmme,Tallinn,21
3395,75+,Higher education,Male,Other,Mustamäe ja Nõmme,Nõmme,Tallinn,30
3396,75+,Basic education,Male,Other,Mustamäe ja Nõmme,Nõmme,Tallinn,7
3397,75+,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,10
3398,75+,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,22
3399,75+,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,1
3400,75+,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,69
3401,75+,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,65
3402,75+,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,23
3403,75+,Secondary education,Male,Other,Harju- ja Raplamaa,Harjumaa,Urban,22
3404,75+,Secondary education,Male,Other,Harju- ja Raplamaa,Harjumaa,Rural,43
3405,75+,Secondary education,Male,Other,Harju- ja Raplamaa,Harjumaa,Small town,27
3406,75+,Higher education,Male,Other,Harju- ja Raplamaa,Harjumaa,Urban,16
3407,75+,Higher education,Male,Other,Harju- ja Raplamaa,Harjumaa,Rural,25
3408,75+,Higher education,Male,Other,Harju- ja Raplamaa,Harjumaa,Small town,25
3409,75+,Basic education,Male,Other,Harju- ja Raplamaa,Harjumaa,Urban,13
3410,75+,Basic education,Male,Other,Harju- ja Raplamaa,Harjumaa,Rural,36
3411,75+,Basic education,Male,Other,Harju- ja Raplamaa,Harjumaa,Small town,14
3412,75+,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,3
3413,75+,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,3
3414,75+,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,Urban,221
3415,75+,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,Rural,41
3416,75+,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,Urban,175
3417,75+,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,Rural,34
3418,75+,Basic education,Male,Other,Ida-Virumaa,Ida-Virumaa,Urban,109
3419,75+,Basic education,Male,Other,Ida-Virumaa,Ida-Virumaa,Rural,41
3420,75+,Basic education,Male,Other,Ida-Virumaa,Ida-Virumaa,Small town,1
3421,75+,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,12
3422,75+,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,5
3423,75+,Higher education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,6
3424,75+,Higher education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,2
3425,75+,Basic education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,31
3426,75+,Basic education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,9
3427,75+,Secondary education,Male,Other,Järva- ja Viljandimaa,Järvamaa,Urban,4
3428,75+,Secondary education,Male,Other,Järva- ja Viljandimaa,Järvamaa,Rural,6
3429,75+,Secondary education,Male,Other,Järva- ja Viljandimaa,Järvamaa,Small town,4
3430,75+,Higher education,Male,Other,Järva- ja Viljandimaa,Järvamaa,Urban,3
3431,75+,Higher education,Male,Other,Järva- ja Viljandimaa,Järvamaa,Rural,4
3432,75+,Higher education,Male,Other,Järva- ja Viljandimaa,Järvamaa,Small town,2
3433,75+,Basic education,Male,Other,Järva- ja Viljandimaa,Järvamaa,Urban,3
3434,75+,Basic education,Male,Other,Järva- ja Viljandimaa,Järvamaa,Rural,9
3435,75+,Basic education,Male,Other,Järva- ja Viljandimaa,Järvamaa,Small town,3
3436,75+,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,10
3437,75+,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,7
3438,75+,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,1
3439,75+,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,2
3440,75+,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,1
3441,75+,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,6
3442,75+,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,6
3443,75+,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,1
3444,75+,Secondary education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,Urban,9
3445,75+,Secondary education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,Rural,20
3446,75+,Secondary education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,Small town,5
3447,75+,Higher education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,Urban,3
3448,75+,Higher education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,Rural,4
3449,75+,Higher education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,Small town,1
3450,75+,Basic education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,Urban,9
3451,75+,Basic education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,Rural,27
3452,75+,Basic education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,Small town,7
3453,75+,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,3
3454,75+,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,2
3455,75+,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,1
3456,75+,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,1
3457,75+,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,11
3458,75+,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,6
3459,75+,Secondary education,Male,Other,Pärnumaa,Pärnumaa,Urban,45
3460,75+,Secondary education,Male,Other,Pärnumaa,Pärnumaa,Rural,26
3461,75+,Secondary education,Male,Other,Pärnumaa,Pärnumaa,Small town,7
3462,75+,Higher education,Male,Other,Pärnumaa,Pärnumaa,Urban,16
3463,75+,Higher education,Male,Other,Pärnumaa,Pärnumaa,Rural,7
3464,75+,Higher education,Male,Other,Pärnumaa,Pärnumaa,Small town,3
3465,75+,Basic education,Male,Other,Pärnumaa,Pärnumaa,Urban,17
3466,75+,Basic education,Male,Other,Pärnumaa,Pärnumaa,Rural,15
3467,75+,Basic education,Male,Other,Pärnumaa,Pärnumaa,Small town,5
3468,75+,Secondary education,Male,Other,Harju- ja Raplamaa,Raplamaa,Rural,12
3469,75+,Secondary education,Male,Other,Harju- ja Raplamaa,Raplamaa,Small town,3
3470,75+,Higher education,Male,Other,Harju- ja Raplamaa,Raplamaa,Rural,3
3471,75+,Higher education,Male,Other,Harju- ja Raplamaa,Raplamaa,Small town,1
3472,75+,Basic education,Male,Other,Harju- ja Raplamaa,Raplamaa,Rural,20
3473,75+,Basic education,Male,Other,Harju- ja Raplamaa,Raplamaa,Small town,4
3474,75+,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,2
3475,75+,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,3
3476,75+,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,2
3477,75+,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,2
3478,75+,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,2
3479,75+,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,3
3480,75+,Secondary education,Male,Other,Tartu linn,Tartu linn,Urban,81
3481,75+,Secondary education,Male,Other,Tartu linn,Tartu linn,Rural,1
3482,75+,Higher education,Male,Other,Tartu linn,Tartu linn,Urban,57
3483,75+,Basic education,Male,Other,Tartu linn,Tartu linn,Urban,57
3484,75+,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,Rural,34
3485,75+,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,Small town,3
3486,75+,Higher education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,Rural,13
3487,75+,Higher education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,Small town,2
3488,75+,Basic education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,Rural,47
3489,75+,Basic education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,Small town,3
3490,75+,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,10
3491,75+,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,12
3492,75+,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,1
3493,75+,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,2
3494,75+,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,4
3495,75+,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,5
3496,75+,Secondary education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,Urban,7
3497,75+,Secondary education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,Rural,10
3498,75+,Secondary education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,Small town,1
3499,75+,Higher education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,Urban,2
3500,75+,Higher education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,Rural,2
3501,75+,Basic education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,Urban,10
3502,75+,Basic education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,Rural,16
3503,75+,Basic education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,Small town,1
3504,75+,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,7
3505,75+,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,10
3506,75+,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,1
3507,75+,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,3
3508,75+,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,6
3509,75+,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,8
3510,75+,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,16
3511,75+,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,1
3512,75+,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,776
3513,75+,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,512
3514,75+,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,274
3515,75+,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,745
3516,75+,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,785
3517,75+,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,218
3518,75+,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,645
3519,75+,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,477
3520,75+,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,263
3521,75+,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,1113
3522,75+,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,522
3523,75+,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,510
3524,75+,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,Tallinn,1924
3525,75+,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,Tallinn,1122
3526,75+,Basic education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,Tallinn,686
3527,75+,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,Tallinn,913
3528,75+,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,Tallinn,691
3529,75+,Basic education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,Tallinn,323
3530,75+,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,340
3531,75+,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,246
3532,75+,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,107
3533,75+,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,729
