ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
1598,35-44,F,University degree,UK,White,29,42,39,47,43,-0.71126,-0.84637,CL5,CL0,CL1,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1599,25-34,F,Masters degree,UK,White,28,48,33,44,47,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1600,25-34,F,Professional certificate/ diploma,UK,White,25,47,36,45,42,-0.71126,-0.84637,CL4,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1601,25-34,F,Professional certificate/ diploma,UK,White,29,46,38,42,46,0.19268,-0.21575,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1602,25-34,M,Masters degree,UK,White,37,44,47,37,52,-0.71126,-1.54858,CL4,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1603,55-64,F,Masters degree,UK,White,39,43,53,41,36,0.52975,0.7654,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1604,25-34,F,University degree,UK,White,35,56,57,49,35,1.86203,1.2247,CL4,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1605,45-54,M,Left school at 16 years,UK,White,32,52,46,48,50,-1.37983,-0.84637,CL5,CL0,CL2,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1606,25-34,F,University degree,UK,Asian,33,53,30,37,41,1.29221,-0.21575,CL0,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1607,35-44,F,Professional certificate/ diploma,UK,White,22,49,49,46,46,-0.71126,-1.18084,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL2,CL0,CL0
1608,35-44,F,Masters degree,UK,White,28,42,46,42,49,-0.21712,-0.21575,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1609,25-34,M,"Some college or university, no certificate or degree",USA,White,33,32,59,37,37,1.29221,0.7654,CL3,CL5,CL5,CL5,CL5,CL3,CL4,CL3,CL3,CL5,CL2,CL0,CL6,CL3,CL2,CL3,CL6,CL0,CL1
1610,25-34,F,University degree,UK,White,34,32,34,49,47,-0.71126,-2.07848,CL4,CL0,CL1,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1611,45-54,F,University degree,UK,White,38,44,39,48,38,-1.37983,-2.07848,CL5,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1612,25-34,F,University degree,UK,White,32,37,36,50,48,-1.37983,-1.54858,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1613,35-44,F,University degree,UK,Mixed-White/Black,37,48,39,46,42,-0.21712,-0.21575,CL5,CL1,CL1,CL3,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1
1614,25-34,M,"Some college or university, no certificate or degree",UK,White,15,54,48,33,46,0.88113,1.2247,CL4,CL1,CL2,CL0,CL6,CL1,CL6,CL3,CL0,CL4,CL0,CL0,CL3,CL1,CL0,CL2,CL0,CL0,CL1
1615,35-44,F,Doctorate degree,UK,White,25,43,54,50,57,-0.21712,0.07987,CL5,CL0,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1616,55-64,M,Professional certificate/ diploma,UK,White,42,29,35,48,39,0.19268,-0.21575,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1617,25-34,M,Masters degree,UK,White,41,40,51,47,40,0.88113,1.92173,CL5,CL0,CL1,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL1,CL3,CL0,CL0
1618,45-54,M,Professional certificate/ diploma,UK,White,39,41,38,47,46,0.52975,-0.52593,CL5,CL0,CL0,CL4,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1619,25-34,M,"Some college or university, no certificate or degree",USA,White,39,38,53,41,35,0.88113,1.92173,CL5,CL4,CL0,CL5,CL6,CL6,CL4,CL3,CL1,CL2,CL3,CL1,CL2,CL3,CL4,CL3,CL6,CL0,CL0
1620,45-54,M,Professional certificate/ diploma,UK,White,37,40,43,39,47,-0.21712,0.40148,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1621,25-34,M,University degree,UK,Black,49,38,39,41,40,0.19268,-0.52593,CL6,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1622,35-44,M,Professional certificate/ diploma,UK,White,22,39,50,46,49,0.19268,-0.21575,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1623,35-44,M,University degree,UK,White,41,34,37,47,35,0.19268,-1.18084,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1624,45-54,M,Masters degree,UK,White,37,35,45,38,40,-0.71126,-0.84637,CL5,CL1,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1625,35-44,M,"Some college or university, no certificate or degree",UK,White,28,43,46,44,43,-0.21712,0.07987,CL5,CL1,CL2,CL3,CL6,CL3,CL5,CL2,CL1,CL2,CL0,CL2,CL0,CL1,CL2,CL2,CL2,CL0,CL0
1626,35-44,F,Professional certificate/ diploma,UK,White,28,42,37,48,47,-1.37983,-1.18084,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1627,25-34,F,Professional certificate/ diploma,UK,White,23,44,36,47,46,-1.37983,-1.18084,CL5,CL0,CL0,CL0,CL5,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1628,25-34,F,Masters degree,UK,White,20,48,37,42,51,-1.37983,-2.07848,CL4,CL1,CL0,CL3,CL6,CL1,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1629,25-34,F,Masters degree,UK,White,42,40,46,48,42,-1.37983,-0.52593,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1630,45-54,F,Professional certificate/ diploma,UK,White,37,39,40,45,46,0.52975,-0.52593,CL2,CL0,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1,CL0,CL0
1631,35-44,F,University degree,UK,White,34,43,52,36,34,0.19268,0.40148,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1632,35-44,F,Professional certificate/ diploma,UK,White,18,43,45,58,49,-0.71126,-0.84637,CL5,CL0,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1633,35-44,M,Professional certificate/ diploma,Canada,White,51,41,43,43,53,1.29221,1.92173,CL6,CL0,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
1634,45-54,F,Professional certificate/ diploma,UK,Black,32,42,40,41,45,0.88113,0.40148,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1635,18-24,F,Left school at 18 years,UK,White,36,30,37,43,42,-1.37983,-2.07848,CL4,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1636,55-64,M,Left school before 16 years,UK,White,23,40,34,46,46,-0.71126,-0.52593,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1637,45-54,F,Professional certificate/ diploma,UK,White,36,44,34,36,42,-0.71126,-1.18084,CL4,CL0,CL1,CL0,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1638,18-24,M,"Some college or university, no certificate or degree",USA,White,53,31,47,33,34,0.88113,1.2247,CL5,CL6,CL0,CL0,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL4,CL0,CL0,CL5,CL0,CL5
1639,45-54,F,Left school at 16 years,UK,White,38,36,41,45,45,-0.71126,-0.52593,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1640,45-54,F,Professional certificate/ diploma,UK,White,35,41,39,42,40,0.19268,-1.18084,CL6,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1641,35-44,F,Professional certificate/ diploma,UK,White,39,44,42,47,43,0.52975,0.07987,CL6,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1642,45-54,F,Professional certificate/ diploma,UK,White,46,40,45,49,48,0.19268,-0.84637,CL5,CL0,CL0,CL4,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1643,25-34,F,Masters degree,UK,White,21,43,36,41,49,-1.37983,-0.84637,CL4,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1644,45-54,F,Professional certificate/ diploma,UK,White,36,34,46,46,41,-0.71126,-0.84637,CL3,CL0,CL0,CL0,CL1,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1645,25-34,F,Masters degree,UK,White,29,39,41,48,44,-0.21712,-0.21575,CL3,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1646,45-54,M,Left school at 16 years,UK,White,36,47,44,43,41,-0.21712,-0.52593,CL5,CL1,CL0,CL1,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1647,35-44,M,Professional certificate/ diploma,UK,White,36,33,47,49,46,-1.37983,-1.54858,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1648,35-44,M,Professional certificate/ diploma,UK,White,44,34,42,46,39,0.19268,0.40148,CL5,CL0,CL3,CL2,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL1,CL1,CL0,CL0
1649,25-34,F,Masters degree,UK,White,29,43,45,48,51,-0.21712,-0.52593,CL4,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1650,25-34,F,University degree,UK,White,34,38,40,41,51,-0.71126,-0.21575,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1651,25-34,F,University degree,UK,White,36,50,54,51,46,1.29221,0.40148,CL5,CL0,CL0,CL0,CL5,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1,CL1,CL0,CL0
1652,55-64,M,"Some college or university, no certificate or degree",USA,White,21,31,40,33,39,-0.71126,0.7654,CL4,CL1,CL1,CL1,CL6,CL2,CL4,CL1,CL2,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
1653,18-24,M,University degree,USA,White,38,31,48,40,33,0.19268,-1.18084,CL5,CL0,CL0,CL4,CL5,CL6,CL5,CL3,CL0,CL0,CL6,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL3
1654,25-34,F,Doctorate degree,UK,White,28,46,44,54,51,-0.71126,0.07987,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1655,55-64,M,Left school at 16 years,UK,White,39,38,41,32,45,-0.21712,-1.18084,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1656,35-44,F,University degree,UK,White,28,47,33,48,48,-0.71126,-1.54858,CL5,CL1,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0
1657,18-24,F,University degree,UK,White,52,31,41,39,43,-1.37983,0.40148,CL4,CL0,CL0,CL0,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1658,25-34,M,"Some college or university, no certificate or degree",Canada,White,21,41,44,40,48,-0.21712,0.07987,CL3,CL3,CL0,CL3,CL5,CL3,CL5,CL3,CL3,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL5,CL0,CL0
1659,18-24,M,Professional certificate/ diploma,UK,White,34,45,59,46,42,1.29221,1.2247,CL4,CL2,CL0,CL0,CL6,CL3,CL3,CL2,CL0,CL3,CL0,CL6,CL3,CL3,CL0,CL2,CL6,CL0,CL0
1660,45-54,F,University degree,UK,White,18,44,48,44,45,-1.37983,-0.84637,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1661,35-44,F,Professional certificate/ diploma,UK,White,51,41,58,34,31,1.86203,1.92173,CL3,CL5,CL2,CL3,CL5,CL3,CL6,CL4,CL2,CL3,CL2,CL2,CL2,CL2,CL6,CL3,CL6,CL0,CL0
1662,18-24,F,Left school before 16 years,UK,White,29,39,44,53,40,-0.71126,0.40148,CL2,CL2,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL0
1663,25-34,M,Professional certificate/ diploma,Other,White,29,47,46,46,41,0.88113,0.7654,CL5,CL2,CL2,CL3,CL6,CL6,CL6,CL4,CL2,CL4,CL0,CL2,CL2,CL0,CL0,CL2,CL6,CL0,CL0
1664,25-34,F,"Some college or university, no certificate or degree",UK,White,26,40,44,46,36,0.19268,0.40148,CL4,CL3,CL2,CL0,CL6,CL3,CL6,CL3,CL0,CL3,CL0,CL2,CL4,CL0,CL0,CL2,CL4,CL0,CL0
1665,25-34,F,Doctorate degree,UK,White,36,43,49,48,41,1.86203,1.2247,CL5,CL2,CL2,CL4,CL6,CL2,CL6,CL3,CL2,CL3,CL0,CL2,CL2,CL2,CL0,CL2,CL6,CL0,CL0
1666,25-34,F,University degree,UK,White,30,43,41,55,48,0.19268,-0.21575,CL5,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1667,18-24,M,"Some college or university, no certificate or degree",UK,White,36,46,56,39,43,1.86203,1.2247,CL4,CL3,CL0,CL3,CL6,CL5,CL6,CL0,CL0,CL3,CL0,CL3,CL3,CL3,CL3,CL0,CL3,CL0,CL2
1668,25-34,F,Doctorate degree,Australia,White,37,37,35,43,48,-1.37983,-1.54858,CL3,CL0,CL0,CL2,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL0
1669,35-44,M,Professional certificate/ diploma,UK,White,42,32,40,37,45,0.19268,0.40148,CL3,CL1,CL1,CL1,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL1,CL6,CL0,CL0
1670,35-44,F,University degree,Australia,White,25,36,41,46,48,0.88113,0.7654,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1671,45-54,M,University degree,UK,White,42,34,33,36,43,-0.71126,-0.84637,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1672,55-64,M,University degree,UK,White,42,37,54,49,33,-0.71126,-0.21575,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1673,25-34,F,University degree,UK,White,30,41,42,48,33,-0.21712,0.07987,CL3,CL0,CL2,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL1,CL0,CL0
1674,25-34,M,Professional certificate/ diploma,Republic of Ireland,White,26,43,52,46,47,-0.71126,-0.21575,CL3,CL3,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL4,CL0,CL0,CL4,CL3,CL0,CL2,CL4,CL0,CL0
1675,45-54,M,Professional certificate/ diploma,UK,White,31,41,36,41,55,-0.71126,-1.18084,CL5,CL0,CL0,CL2,CL2,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1676,35-44,M,Professional certificate/ diploma,UK,White,28,47,31,41,38,-0.21712,-1.18084,CL5,CL0,CL1,CL4,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1677,25-34,F,University degree,UK,White,56,24,39,50,37,-1.37983,-0.84637,CL3,CL0,CL0,CL3,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0
1678,18-24,F,"Some college or university, no certificate or degree",USA,White,49,40,46,48,40,0.19268,-0.21575,CL5,CL0,CL0,CL4,CL6,CL6,CL5,CL0,CL0,CL6,CL0,CL0,CL2,CL4,CL0,CL3,CL6,CL0,CL0
1679,45-54,F,Professional certificate/ diploma,UK,White,33,45,34,51,49,-0.71126,-1.54858,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1680,18-24,F,University degree,UK,White,37,44,46,28,52,0.19268,0.40148,CL3,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1681,18-24,F,University degree,UK,White,35,48,41,46,45,-0.71126,-0.52593,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1682,45-54,F,"Some college or university, no certificate or degree",UK,White,33,50,40,51,46,-0.71126,-0.84637,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1683,45-54,M,Professional certificate/ diploma,UK,White,31,43,38,38,41,-0.21712,0.7654,CL5,CL2,CL2,CL1,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL2,CL2,CL0,CL0
1684,18-24,M,"Some college or university, no certificate or degree",USA,Black,37,28,46,46,30,-0.21712,-0.21575,CL4,CL2,CL0,CL0,CL6,CL3,CL5,CL3,CL0,CL2,CL0,CL3,CL2,CL3,CL0,CL2,CL6,CL0,CL0
1685,25-34,M,University degree,USA,White,41,23,49,48,44,-0.21712,1.92173,CL5,CL2,CL3,CL5,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL2,CL2,CL3,CL3,CL0,CL0
1686,18-24,F,"Some college or university, no certificate or degree",USA,Black,49,25,52,43,33,-0.21712,0.40148,CL4,CL5,CL0,CL3,CL6,CL5,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL5,CL4,CL4,CL0,CL0
1687,35-44,F,Professional certificate/ diploma,UK,White,26,44,43,47,46,-0.21712,-0.21575,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1688,25-34,F,Professional certificate/ diploma,Canada,White,50,22,38,55,40,-0.71126,-1.54858,CL6,CL2,CL0,CL5,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL5,CL0,CL0,CL0,CL0
1689,25-34,F,Masters degree,USA,White,37,46,56,46,40,0.52975,0.07987,CL6,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL3,CL0,CL0,CL0
1690,35-44,M,"Some college or university, no certificate or degree",USA,White,46,29,40,33,42,-1.37983,-0.52593,CL6,CL1,CL1,CL2,CL6,CL3,CL4,CL1,CL1,CL1,CL1,CL1,CL1,CL1,CL0,CL1,CL3,CL0,CL1
1691,25-34,M,"Some college or university, no certificate or degree",Other,White,54,27,47,52,35,0.19268,-0.52593,CL3,CL0,CL0,CL0,CL6,CL3,CL3,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL6,CL0,CL3
1692,25-34,F,Doctorate degree,UK,White,23,45,46,57,40,-0.21712,-0.21575,CL5,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1693,25-34,F,University degree,UK,White,43,38,44,46,39,-1.37983,-0.21575,CL5,CL0,CL1,CL2,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1694,25-34,F,University degree,UK,White,31,45,39,52,49,-1.37983,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1695,45-54,M,Masters degree,UK,White,27,38,46,41,39,1.29221,-0.21575,CL6,CL2,CL0,CL2,CL6,CL3,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1696,35-44,M,Professional certificate/ diploma,UK,White,31,44,45,42,37,0.88113,-0.21575,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1697,18-24,M,"Some college or university, no certificate or degree",USA,White,37,27,43,45,39,-0.71126,-0.52593,CL3,CL0,CL0,CL5,CL5,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0
1698,55-64,M,Doctorate degree,UK,White,25,40,51,35,49,-0.21712,0.07987,CL6,CL0,CL0,CL1,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1699,45-54,F,University degree,UK,White,42,36,51,42,45,0.52975,-0.84637,CL4,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1700,25-34,F,Masters degree,USA,White,21,45,51,42,42,-0.21712,0.07987,CL6,CL3,CL0,CL3,CL6,CL3,CL0,CL2,CL0,CL0,CL0,CL0,CL2,CL0,CL4,CL0,CL4,CL0,CL2
1701,18-24,M,"Some college or university, no certificate or degree",USA,White,49,33,58,31,27,1.86203,0.40148,CL4,CL3,CL0,CL4,CL6,CL4,CL6,CL2,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL2,CL4,CL0,CL0
1702,35-44,F,University degree,USA,White,54,34,58,48,42,1.29221,1.92173,CL6,CL0,CL0,CL3,CL5,CL6,CL4,CL2,CL0,CL2,CL0,CL2,CL2,CL2,CL0,CL2,CL6,CL2,CL0
1703,25-34,F,Professional certificate/ diploma,UK,White,30,43,32,45,48,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1704,18-24,M,"Some college or university, no certificate or degree",USA,White,32,35,42,45,33,-0.21712,-0.52593,CL6,CL2,CL2,CL2,CL5,CL2,CL6,CL2,CL0,CL2,CL3,CL0,CL3,CL5,CL0,CL2,CL4,CL0,CL2
1705,18-24,M,Left school at 18 years,Canada,White,40,41,46,37,35,0.52975,0.07987,CL5,CL5,CL0,CL3,CL3,CL6,CL4,CL3,CL3,CL3,CL0,CL0,CL5,CL3,CL3,CL4,CL6,CL0,CL3
1706,55-64,M,"Some college or university, no certificate or degree",UK,White,42,27,38,38,28,0.52975,0.07987,CL4,CL2,CL1,CL1,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL3,CL2,CL2,CL2,CL2,CL6,CL0,CL1
1707,18-24,M,University degree,UK,White,27,42,36,39,53,-0.21712,0.07987,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1708,18-24,F,Professional certificate/ diploma,UK,White,31,45,42,49,41,0.52975,-0.84637,CL5,CL0,CL0,CL0,CL5,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1709,35-44,F,University degree,UK,White,31,46,40,45,49,0.19268,-0.21575,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1710,45-54,F,University degree,UK,White,26,48,40,49,41,-0.21712,-0.52593,CL6,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1711,35-44,F,Left school at 18 years,UK,White,28,34,51,37,44,-0.71126,-0.21575,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
